,ioi,datafile,species,individual,coda,datafile_num
285,0.722325000000001,sw114a002_coda_04.xls,Physeter macrocephalus,sw114a,4,002
286,0.734375,sw114a002_coda_04.xls,Physeter macrocephalus,sw114a,4,002
287,0.6778166666666651,sw114a002_coda_04.xls,Physeter macrocephalus,sw114a,4,002
288,0.720316666666667,sw114a002_coda_04.xls,Physeter macrocephalus,sw114a,4,002
289,0.6939833333333341,sw114a002_coda_04.xls,Physeter macrocephalus,sw114a,4,002
290,0.697966666666666,sw114a002_coda_04.xls,Physeter macrocephalus,sw114a,4,002
291,0.6938333333333341,sw114a002_coda_04.xls,Physeter macrocephalus,sw114a,4,002
292,0.663675,sw114a002_coda_04.xls,Physeter macrocephalus,sw114a,4,002
293,0.6488500000000009,sw114a002_coda_04.xls,Physeter macrocephalus,sw114a,4,002
294,0.7120249999999989,sw114a002_coda_04.xls,Physeter macrocephalus,sw114a,4,002
295,0.7258916666666658,sw114a002_coda_04.xls,Physeter macrocephalus,sw114a,4,002
296,0.7057916666666658,sw114a002_coda_04.xls,Physeter macrocephalus,sw114a,4,002
297,0.6587750000000021,sw114a002_coda_04.xls,Physeter macrocephalus,sw114a,4,002
298,0.6341,sw114a002_coda_04.xls,Physeter macrocephalus,sw114a,4,002
299,0.7100083333333341,sw114a002_coda_04.xls,Physeter macrocephalus,sw114a,4,002
300,0.7074333333333309,sw114a002_coda_04.xls,Physeter macrocephalus,sw114a,4,002
301,0.6677750000000021,sw114a002_coda_04.xls,Physeter macrocephalus,sw114a,4,002
302,0.6176333333333299,sw114a002_coda_04.xls,Physeter macrocephalus,sw114a,4,002
303,0.522100000000002,sw114a002_coda_04.xls,Physeter macrocephalus,sw114a,4,002
304,0.492225000000001,sw114a002_coda_04.xls,Physeter macrocephalus,sw114a,4,002
305,0.50545,sw114a002_coda_04.xls,Physeter macrocephalus,sw114a,4,002
306,0.51585,sw114a002_coda_04.xls,Physeter macrocephalus,sw114a,4,002
307,1.1505,sw114a002_coda_04.xls,Physeter macrocephalus,sw114a,4,002
308,0.6800583333333349,sw114a002_coda_04.xls,Physeter macrocephalus,sw114a,4,002
309,0.596366666666665,sw114a002_coda_04.xls,Physeter macrocephalus,sw114a,4,002
310,0.530466666666669,sw114a002_coda_04.xls,Physeter macrocephalus,sw114a,4,002
311,0.4812583333333329,sw114a002_coda_04.xls,Physeter macrocephalus,sw114a,4,002
312,0.4850333333333339,sw114a002_coda_04.xls,Physeter macrocephalus,sw114a,4,002
313,0.47867499999999896,sw114a002_coda_04.xls,Physeter macrocephalus,sw114a,4,002
314,0.5063500000000011,sw114a002_coda_04.xls,Physeter macrocephalus,sw114a,4,002
315,0.47774166666666706,sw114a002_coda_04.xls,Physeter macrocephalus,sw114a,4,002
