IOI;Data;;;
0,0742;C_persp_IC_p3_b6;;;
0,0571;C_persp_IC_p3_b7;;;
0,0512;C_persp_IC_p3_b7;;;
0,0537;C_persp_IC_p3_b7;;;
0,0204;C_persp_IC_p3_b7;;;
0,052;C_persp_IC_p3_b8;;;
0,0486;C_persp_IC_p3_b8;;;
0,0247;C_persp_IC_p3_b8;;;
0,0486;C_persp_IC_p3_b8;;;
0,0494;C_persp_IC_p3_b8;;;
0,0563;C_persp_IC_p3_b9;;;
0,0494;C_persp_IC_p3_b9;;;
0,052;C_persp_IC_p3_b10;;;
0,0554;C_persp_IC_p3_b10;;;
0,0529;C_persp_IC_p3_b10;;;
0,0554;C_persp_IC_p4_b1;;;
0,0554;C_persp_IC_p4_b1;;;
0,058;C_persp_IC_p4_b1;;;
0,0529;C_persp_IC_p4_b2;;;
0,0512;C_persp_IC_p4_b2;;;
0,0204;C_persp_IC_p4_b2;;;
0,0443;C_persp_IC_p4_b2;;;
0,0204;C_persp_IC_p4_b3;;;
0,0725;C_persp_IC_p4_b3;;;
0,0708;C_persp_IC_p4_b3;;;
0,0486;C_persp_IC_p4_b3;;;
0,0469;C_persp_IC_p4_b3;;;
0,0674;C_persp_IC_p4_b3;;;
0,058;C_persp_IC_p4_b4;;;
0,0136;C_persp_IC_p4_b4;;;
0,0469;C_persp_IC_p4_b4;;;
0,0469;C_persp_IC_p4_b4;;;
0,0486;C_persp_IC_p4_b4;;;
0,0204;C_persp_IC_p4_b4;;;
0,0477;C_persp_IC_p4_b5;;;
0,0503;C_persp_IC_p4_b5;;;
0,0469;C_persp_IC_p4_b5;;;
0,0469;C_persp_IC_p4_b5;;;
0,0196;C_persp_IC_p4_b5;;;
0,0512;C_persp_IC_p4_b6;;;
0,0494;C_persp_IC_p4_b6;;;
0,0469;C_persp_IC_p4_b6;;;
0,0486;C_persp_IC_p4_b6;;;
0,0102;C_persp_IC_p4_b6;;;
0,0512;C_persp_IC_p4_b7;;;
0,0486;C_persp_IC_p4_b7;;;
0,0469;C_persp_IC_p4_b7;;;
0,0486;C_persp_IC_p4_b8;;;
0,0494;C_persp_IC_p4_b8;;;
0,0494;C_persp_IC_p4_b8;;;
0,0477;C_persp_IC_p4_b8;;;
0,0179;C_persp_IC_p4_b8;;;
0,0529;C_persp_IC_p4_b9;;;
0,023;C_persp_IC_p4_b9;;;
0,046;C_persp_IC_p4_b9;;;
0,011;C_persp_IC_p4_b9;;;
0,0119;C_persp_IC_p4_b9;;;
0,0469;C_persp_IC_p4_b9;;;
0,023;C_persp_IC_p4_b9;;;
0,0435;C_persp_IC_p4_b9;;;
0,0477;C_persp_IC_p4_b9;;;
0,0477;C_persp_IC_p4_b9;;;
0,0196;C_persp_IC_p4_b9;;;
0,0477;C_persp_IC_p4_b10;;;
0,0477;C_persp_IC_p4_b10;;;
0,0494;C_persp_IC_p4_b10;;;
0,0213;C_persp_IC_p4_b10;;;
0,0512;C_persp_IC_p5_b1;;;
0,0443;C_persp_IC_p5_b1;;;
0,023;C_persp_IC_p5_b1;;;
0,0187;C_persp_IC_p5_b2;;;
0,0418;C_persp_IC_p5_b2;;;
0,0435;C_persp_IC_p5_b2;;;
0,0512;C_persp_IC_p5_b2;;;
0,0213;C_persp_IC_p5_b2;;;
0,0435;C_persp_IC_p5_b3;;;
0,0443;C_persp_IC_p5_b3;;;
0,0477;C_persp_IC_p5_b3;;;
0,0213;C_persp_IC_p5_b3;;;
0,0529;C_persp_IC_p5_b4;;;
0,046;C_persp_IC_p5_b4;;;
0,0546;C_persp_IC_p5_b4;;;
0,0537;C_persp_IC_p5_b5;;;
0,0418;C_persp_IC_p5_b5;;;
0,0418;C_persp_IC_p5_b5;;;
0,0426;C_persp_IC_p5_b6;;;
0,0503;C_persp_IC_p5_b6;;;
0,0486;C_persp_IC_p5_b6;;;
0,052;C_persp_IC_p5_b7;;;
0,0733;C_persp_IC_p5_b7;;;
0,0494;C_persp_IC_p5_b8;;;
0,0452;C_persp_IC_p5_b8;;;
0,0494;C_persp_IC_p5_b8;;;
0,0469;C_persp_IC_p5_b8;;;
0,0477;C_persp_IC_p5_b8;;;
0,0469;C_persp_IC_p5_b9;;;
0,0409;C_persp_IC_p5_b9;;;
0,0204;C_persp_IC_p5_b9;;;
0,0435;C_persp_IC_p5_b10;;;
0,0392;C_persp_IC_p5_b10;;;
0,0213;C_persp_IC_p5_b10;;;
