Bass,Bass peak,Clave,Clave peak,Guitar,Guitar peak,Tres,Tres peak,Bongos,Bongos peak,Bell,Bell peak,Trumpet,Trumpet peak
,,,,183.25967,0.480502,259.550891,0.374961,271.597062,0.364782,,,,
,,,,183.468311,0.113776,259.76307,0.241188,272.258445,0.094912,,,,
,,,,183.693806,0.694226,259.964572,0.344185,272.474082,0.066755,,,,
,,,,183.95399,0.270538,260.1927,0.387803,272.906312,0.210189,,,,
,,,,184.153277,0.480014,260.650594,0.151552,273.120118,0.619925,,,,
,,,,184.377557,0.289999,260.855155,0.551265,273.988295,0.128015,,,,
,,,,184.577072,0.314127,261.043298,0.384704,274.206846,0.049858,,,,
,,,,184.825434,0.433541,261.285279,0.325435,274.423529,0.07486,,,,
,,,,185.047638,0.451938,261.531163,0.412977,274.653856,0.036945,,,,
,,,,185.267599,0.220746,261.925587,0.37718,275.098358,0.323578,,,,
,,,,185.484604,0.712426,262.185484,0.440255,275.7552,0.074734,,,,
,,,,185.715296,0.27057,262.479325,0.403682,275.973948,0.028843,,,,
,,,,185.947527,0.491424,262.773725,0.536356,276.446917,0.022559,,,,
,,,,186.148189,0.282704,263.054168,0.337987,276.531278,0.243381,,,,
,,,,186.387056,0.521881,263.369401,0.507785,276.636188,0.390414,,,,
,,,,186.585736,0.325695,263.666029,0.232317,276.861706,0.817726,,,,
,,,,186.835719,0.689013,263.9274,0.771282,277.086229,0.046283,,,,
,,,,187.273747,0.694795,264.594183,0.204969,277.288899,0.763818,,,,
,,,,187.506409,0.394375,265.010441,0.278074,277.50156,0.076437,,,,
,,,,187.731855,0.435888,265.402288,0.360028,277.717781,0.026342,,,,
,,,,187.933745,0.375048,265.663034,0.323033,277.956603,0.675294,,,,
,,,,188.13604,0.262964,266.066947,0.476515,278.178013,0.093828,,,,
,,,,188.365407,0.34799,266.322191,0.337369,278.604432,0.160591,,,,
,,,,188.600711,0.302054,266.745665,0.190107,279.294653,0.056271,,,,
,,,,188.809288,0.183489,267.215697,0.259109,279.514022,0.035078,,,,
,,,,189.028234,0.730619,267.453738,0.306775,279.740048,0.036113,,,,
,,,,189.27599,0.277731,267.659906,0.395135,279.934563,0.29216,,,,
,,,,189.499935,0.647848,268.060534,0.378651,280.379658,0.460305,,,,
,,,,189.712668,0.363087,268.513131,0.251344,280.644178,0.01573,,,,
,,,,189.942831,0.577988,268.715698,0.127623,280.804333,0.400918,,,,
,,,,190.14196,0.150618,268.940548,0.55199,281.034898,0.496847,,,,
,,,,190.401461,0.52534,269.607545,0.245912,281.254432,0.037705,,,,
,,,,190.8217,0.80434,270.265057,0.218667,281.463203,0.066453,,,,
,,,,191.06792,0.448277,270.504472,0.200458,281.913251,0.017469,,,,
,,,,191.290494,0.244538,270.712408,0.417888,282.152074,0.372424,,,,
,,,,191.48979,0.348328,270.923546,0.484837,282.599175,0.01666,,,,
,,,,191.703342,0.597119,271.153318,0.357025,282.807628,0.075104,,,,
,,,,191.947675,0.324851,271.576946,0.459416,283.022516,0.043075,,,,
,,,,192.156644,0.353082,272.000084,0.132533,283.45714,0.136159,,,,
,,,,192.398441,0.207621,272.144978,0.100254,283.668936,0.75311,,,,
,,,,192.601537,0.569983,272.454629,0.503139,,,,,,
,,,,192.845438,0.430318,272.90084,0.245719,,,,,,
,,,,193.05769,0.83182,273.116159,0.278063,,,,,,
,,,,193.25309,0.342952,273.341739,0.207087,,,,,,
,,,,193.488001,0.548616,273.546445,0.534316,,,,,,
,,,,193.738024,0.234235,273.75739,0.487237,,,,,,
,,,,193.9558,0.21726,273.979812,0.672804,,,,,,
,,,,194.153236,0.153452,274.426171,0.577349,,,,,,
,,,,194.364061,0.504832,274.885647,0.150082,,,,,,
,,,,194.59436,0.323224,275.328604,0.618069,,,,,,
,,,,194.826886,0.335721,275.742911,0.524155,,,,,,
,,,,195.031943,0.422267,276.186784,0.543296,,,,,,
,,,,195.234339,0.431893,276.400973,0.2583,,,,,,
,,,,195.472696,0.713219,276.610164,0.571933,,,,,,
,,,,195.697496,0.541466,277.311936,0.494239,,,,,,
,,,,195.892815,0.186736,277.537953,0.302673,,,,,,
,,,,196.110343,0.426185,277.749587,0.250436,,,,,,
,,,,196.355108,0.428925,277.967005,0.289417,,,,,,
,,,,196.583421,0.805979,278.177534,0.584131,,,,,,
,,,,196.766852,0.177004,278.400966,0.406711,,,,,,
,,,,197.003625,0.569904,278.616684,0.343231,,,,,,
,,,,197.212388,0.215462,278.834657,0.443428,,,,,,
,,,,197.463374,0.675884,279.041512,0.268941,,,,,,
,,,,197.685392,0.1244,279.2734,0.590931,,,,,,
,,,,197.897965,0.714973,279.499908,0.237835,,,,,,
,,,,198.144532,0.209091,279.724666,0.230586,,,,,,
,,,,198.343874,0.318561,279.926004,0.299899,,,,,,
,,,,198.550919,0.341096,280.150798,0.428027,,,,,,
,,,,198.759391,0.49069,280.368749,0.193071,,,,,,
,,,,199.003345,0.397383,280.594238,0.287546,,,,,,
,,,,199.243199,0.425563,280.803641,0.164712,,,,,,
,,,,199.45792,0.147342,281.010181,0.245109,,,,,,
,,,,199.673863,0.658399,281.455212,0.617858,,,,,,
,,,,199.920385,0.425725,281.909536,0.183316,,,,,,
,,,,200.114604,0.424739,282.363271,0.771266,,,,,,
,,,,200.325379,0.237962,282.828533,0.755614,,,,,,
,,,,200.565711,0.340746,283.250332,0.340225,,,,,,
,,,,200.807134,0.132565,283.477204,0.396846,,,,,,
,,,,201.013405,0.657982,283.664714,0.406346,,,,,,
,,,,201.230835,0.10786,284.353182,0.593123,,,,,,
,,,,201.441471,0.457973,284.602118,0.206045,,,,,,
,,,,201.657204,0.211221,284.785769,0.221166,,,,,,
,,,,201.87748,0.295386,285.016559,0.399052,,,,,,
,,,,202.075241,0.345005,285.221616,0.409964,,,,,,
,,,,202.305161,0.521809,285.443885,0.521889,,,,,,
,,,,202.515613,0.405525,285.660613,0.254264,,,,,,
,,,,202.755305,0.246493,286.089291,0.650198,,,,,,
,,,,202.955365,0.164437,286.318561,0.6259,,,,,,
,,,,203.186468,0.699659,286.544454,0.568917,,,,,,
,,,,203.426092,0.283032,286.770061,0.783062,,,,,,
,,,,203.648519,0.544477,286.982173,0.494463,,,,,,
,,,,203.86144,0.3812,287.204291,0.527052,,,,,,
,,,,204.081919,0.571507,287.41538,0.383101,,,,,,
,,,,204.321921,0.191589,288.056635,0.405678,,,,,,
,,,,204.548903,0.505771,288.329061,0.188819,,,,,,
,,,,204.741075,0.140899,288.564736,0.784912,,,,,,
,,,,204.971125,0.606655,289.012304,0.361734,,,,,,
,,,,205.224298,0.245487,289.214684,0.246936,,,,,,
,,,,205.440064,0.236491,289.45566,0.627092,,,,,,
,,,,205.653916,0.30201,289.875407,0.366157,,,,,,
,,,,205.858393,0.187848,290.093345,0.323761,,,,,,
,,,,206.111391,0.613769,290.336898,0.441014,,,,,,
,,,,206.333907,0.374957,290.749172,0.559,,,,,,
,,,,206.535022,0.228691,290.96955,0.263125,,,,,,
,,,,206.740844,0.569042,291.201859,0.851294,,,,,,
,,,,206.974656,0.305594,291.66102,0.168465,,,,,,
,,,,207.20071,0.518585,291.883004,0.376153,,,,,,
,,,,207.410611,0.40852,292.136043,0.705718,,,,,,
,,,,207.631586,0.342065,292.552271,0.420638,,,,,,
,,,,207.843597,0.146718,292.785768,0.172036,,,,,,
,,,,208.079659,0.808539,293.020181,0.721901,,,,,,
,,,,208.318321,0.214429,293.460413,0.446877,,,,,,
,,,,208.501273,0.613997,293.677645,0.292917,,,,,,
,,,,208.72371,0.121517,293.911622,0.38636,,,,,,
,,,,208.953316,0.105922,294.318847,0.43736,,,,,,
,,,,209.172062,0.308271,294.519272,0.16877,,,,,,
,,,,209.393345,0.170133,294.751822,0.69394,,,,,,
,,,,209.614605,0.458849,295.210957,0.102998,,,,,,
,,,,209.839184,0.190601,295.435559,0.305229,,,,,,
,,,,210.044275,0.161986,295.692562,0.794392,,,,,,
,,,,210.26253,0.415813,296.130531,0.23473,,,,,,
,,,,210.444984,0.127842,296.379705,0.16034,,,,,,
,,,,211.186518,0.251959,296.581462,0.230086,,,,,,
,,,,211.421562,0.103222,296.986611,0.271428,,,,,,
,,,,211.601957,0.579015,297.204216,0.263089,,,,,,
,,,,212.031668,0.536431,297.443674,0.263819,,,,,,
,,,,212.206773,0.105525,297.863462,0.196767,,,,,,
,,,,212.708479,0.208531,298.097926,0.266994,,,,,,
,,,,212.917449,0.271747,298.329465,0.361679,,,,,,
,,,,213.148081,0.462599,298.76366,0.120234,,,,,,
,,,,213.373362,0.117031,298.999196,0.247915,,,,,,
,,,,213.592453,0.144849,299.240767,0.230627,,,,,,
,,,,213.778695,0.585111,299.660488,0.220567,,,,,,
,,,,214.038496,0.178505,299.896267,0.298156,,,,,,
,,,,214.229604,0.12195,300.13683,0.335124,,,,,,
,,,,214.437562,0.199848,300.5493,0.207521,,,,,,
,,,,214.676729,0.412358,300.775709,0.165678,,,,,,
,,,,214.924426,0.161876,301.007341,0.3758,,,,,,
,,,,215.119476,0.654064,301.429913,0.198208,,,,,,
,,,,215.543779,0.664043,301.656565,0.156305,,,,,,
,,,,215.787527,0.170731,301.884523,0.571042,,,,,,
,,,,216.207678,0.255165,302.304927,0.172108,,,,,,
,,,,216.454051,0.207514,302.54339,0.286271,,,,,,
,,,,216.661602,0.384483,302.788374,0.489477,,,,,,
,,,,216.900792,0.168689,303.215774,0.212402,,,,,,
,,,,217.076731,0.158876,303.449175,0.285562,,,,,,
,,,,217.2924,0.387893,303.695955,0.372422,,,,,,
,,,,217.484543,0.434677,304.129087,0.279414,,,,,,
,,,,217.728506,0.113964,304.363895,0.157609,,,,,,
,,,,217.927196,0.286684,304.616824,0.450755,,,,,,
,,,,218.156105,0.215469,305.019888,0.278099,,,,,,
,,,,218.40609,0.238938,305.264481,0.120627,,,,,,
,,,,218.587276,0.607819,305.474977,0.359953,,,,,,
,,,,219.029266,0.517133,306.166574,0.278684,,,,,,
,,,,219.254429,0.236981,306.407485,0.517394,,,,,,
,,,,219.702294,0.368158,306.845635,0.282894,,,,,,
,,,,219.921529,0.247731,307.082603,0.178375,,,,,,
,,,,220.172902,0.144776,307.299178,0.451344,,,,,,
,,,,220.546097,0.181079,307.73263,0.123581,,,,,,
,,,,220.762784,0.339375,307.976998,0.243229,,,,,,
,,,,220.982311,0.242899,308.213502,0.571733,,,,,,
,,,,221.681374,0.156123,308.616364,0.379983,,,,,,
,,,,222.077945,0.532698,308.843638,0.147059,,,,,,
,,,,222.315718,0.123614,309.06785,0.457992,,,,,,
,,,,222.495422,0.624912,309.744558,0.274338,,,,,,
,,,,222.73195,0.31157,309.989542,0.455243,,,,,,
,,,,223.149938,0.184135,310.427178,0.290507,,,,,,
,,,,223.403962,0.157473,310.659875,0.314916,,,,,,
,,,,223.665002,0.296368,310.883444,0.260119,,,,,,
,,,,224.264545,0.772701,311.306952,0.269706,,,,,,
,,,,224.461848,0.227111,311.530641,0.12863,,,,,,
,,,,224.719979,0.169872,311.771635,0.279163,,,,,,
,,,,224.982032,0.129927,312.202193,0.422028,,,,,,
,,,,225.592725,0.741375,312.41079,0.14826,,,,,,
,,,,226.024276,0.395369,312.63979,0.56147,,,,,,
,,,,226.259442,0.144884,313.09339,0.147166,,,,,,
,,,,226.68019,0.278804,313.327642,0.256325,,,,,,
,,,,226.907771,0.269347,313.58103,0.706652,,,,,,
,,,,227.144017,0.375907,314.038175,0.415629,,,,,,
,,,,227.553678,0.122057,314.257183,0.171403,,,,,,
,,,,227.75023,0.842614,314.476221,0.538629,,,,,,
,,,,227.94893,0.193672,314.920981,0.373337,,,,,,
,,,,228.443074,0.162027,315.141596,0.241635,,,,,,
,,,,228.679927,0.2565,315.383861,0.49174,,,,,,
,,,,228.87625,0.107707,315.815635,0.399143,,,,,,
,,,,229.111759,0.505412,316.049477,0.136845,,,,,,
,,,,229.520347,0.782205,316.273808,0.703954,,,,,,
,,,,229.767143,0.133771,316.685794,0.108529,,,,,,
,,,,230.187388,0.311595,316.961641,0.203314,,,,,,
,,,,230.405354,0.274832,317.183377,0.802221,,,,,,
,,,,230.646799,0.362872,317.615414,0.359866,,,,,,
,,,,230.849295,0.183325,318.082119,0.465596,,,,,,
,,,,231.05934,0.132634,318.510839,0.246466,,,,,,
,,,,231.252406,0.477026,318.720722,0.113825,,,,,,
,,,,231.488518,0.348823,318.981466,0.210585,,,,,,
,,,,232.1552,0.171314,319.397825,0.328085,,,,,,
,,,,232.573537,0.41799,319.853107,0.641623,,,,,,
,,,,233.004853,0.444006,320.560394,0.181639,,,,,,
,,,,233.261379,0.161979,320.76206,0.668458,,,,,,
,,,,233.669901,0.316474,321.177943,0.308402,,,,,,
,,,,233.899502,0.297673,321.409739,0.159862,,,,,,
,,,,234.102492,0.360055,321.623811,0.533248,,,,,,
,,,,234.356254,0.114455,322.071052,0.519213,,,,,,
,,,,234.72825,0.545651,322.303501,0.279428,,,,,,
,,,,234.949769,0.16283,322.543936,0.441003,,,,,,
,,,,235.418249,0.182823,322.951087,0.32064,,,,,,
,,,,235.643273,0.116909,323.179185,0.185056,,,,,,
,,,,235.863653,0.12332,323.41986,0.218464,,,,,,
,,,,236.064539,0.509653,324.066055,0.242843,,,,,,
,,,,236.494929,0.511832,324.328204,0.496531,,,,,,
,,,,236.732375,0.112094,324.744242,0.470779,,,,,,
,,,,236.94334,0.147878,324.96698,0.161602,,,,,,
,,,,237.139674,0.247484,325.220515,0.587388,,,,,,
,,,,237.368669,0.33289,325.656577,0.305831,,,,,,
,,,,237.569233,0.339315,325.878086,0.411895,,,,,,
,,,,237.840519,0.212027,326.110422,0.800512,,,,,,
,,,,238.020013,0.114581,326.528598,0.338498,,,,,,
,,,,238.241544,0.634988,326.756858,0.194357,,,,,,
,,,,238.480725,0.187562,326.974629,0.46704,,,,,,
,,,,238.878859,0.258961,327.622247,0.251963,,,,,,
,,,,239.129347,0.128223,327.86528,0.740057,,,,,,
,,,,239.333267,0.196486,328.2933,0.373514,,,,,,
,,,,239.560454,0.653048,328.509351,0.30489,,,,,,
,,,,239.992956,0.492265,328.753645,0.716165,,,,,,
,,,,240.198303,0.172894,329.198383,0.282861,,,,,,
,,,,240.680315,0.251564,329.419411,0.302712,,,,,,
,,,,240.877779,0.152083,329.652896,0.316138,,,,,,
,,,,241.107741,0.500429,330.078621,0.174109,,,,,,
,,,,241.35986,0.137252,330.316517,0.231435,,,,,,
,,,,241.565207,0.139526,330.55068,0.470927,,,,,,
,,,,241.748428,0.970476,331.219514,0.362519,,,,,,
,,,,242.006271,0.149295,331.457525,0.767509,,,,,,
,,,,242.388628,0.250812,331.866248,0.176975,,,,,,
,,,,242.610694,0.249913,332.099528,0.343314,,,,,,
,,,,242.856652,0.133988,332.332301,0.523804,,,,,,
,,,,243.048263,0.614753,332.768498,0.579684,,,,,,
,,,,243.458275,0.40216,332.992176,0.307556,,,,,,
,,,,243.708982,0.165581,333.22971,0.649511,,,,,,
,,,,243.915096,0.120479,333.644794,0.270388,,,,,,
,,,,244.111694,0.272718,333.893718,0.104463,,,,,,
,,,,244.33237,0.30668,334.098889,0.515367,,,,,,
,,,,244.578792,0.209187,334.537936,0.16681,,,,,,
,,,,244.994354,0.144027,334.783991,0.236567,,,,,,
,,,,245.191399,0.925897,335.012535,0.424578,,,,,,
,,,,245.435998,0.147853,335.145907,0.121827,,,,,,
,,,,245.629944,0.118193,335.426023,0.241347,,,,,,
,,,,245.866347,0.256251,335.669505,0.135242,,,,,,
,,,,246.078329,0.272319,335.885906,0.42303,,,,,,
,,,,246.268318,0.19168,336.3239,0.391907,,,,,,
,,,,246.498225,0.647719,336.53878,0.44728,,,,,,
,,,,246.735349,0.113393,336.783722,0.484577,,,,,,
,,,,246.919166,0.501123,337.193153,0.318837,,,,,,
,,,,247.15805,0.240466,337.416698,0.11013,,,,,,
,,,,247.381666,0.28629,337.638056,0.741492,,,,,,
,,,,247.568025,0.187558,338.30794,0.238583,,,,,,
,,,,247.802722,0.24218,338.547332,0.562165,,,,,,
,,,,248.023688,0.311871,338.997273,0.280798,,,,,,
,,,,248.258035,0.228459,339.221299,0.152246,,,,,,
,,,,248.450164,0.111104,339.431864,0.736016,,,,,,
,,,,248.665759,0.904724,339.873764,0.300057,,,,,,
,,,,248.844956,0.225156,340.089959,0.3133,,,,,,
,,,,249.129852,0.417868,340.324251,0.697142,,,,,,
,,,,249.332176,0.258858,340.74951,0.197449,,,,,,
,,,,249.56875,0.35046,341.210347,0.821404,,,,,,
,,,,249.765568,0.232744,341.887053,0.252676,,,,,,
,,,,249.994324,0.401928,342.13208,0.558998,,,,,,
,,,,250.405747,0.4224,342.562221,0.300051,,,,,,
,,,,250.653357,0.390401,342.801168,0.199329,,,,,,
,,,,251.074906,0.220799,342.993307,0.673286,,,,,,
,,,,251.32291,0.260581,343.465075,0.347966,,,,,,
,,,,251.531345,0.177579,343.677048,0.18669,,,,,,
,,,,252.162084,0.40906,343.904012,0.682472,,,,,,
,,,,252.382593,0.454116,344.325857,0.472411,,,,,,
,,,,252.814226,0.316859,344.556545,0.181872,,,,,,
,,,,253.051776,0.190312,344.77714,0.546649,,,,,,
,,,,253.250972,0.100168,345.454775,0.192213,,,,,,
,,,,253.477266,0.568067,345.694948,1.000305,,,,,,
,,,,253.901949,0.62846,346.103134,0.144755,,,,,,
,,,,254.172414,0.335369,346.329372,0.350179,,,,,,
,,,,254.557539,0.417893,346.55515,0.649522,,,,,,
,,,,254.750756,0.383613,346.9937,0.448888,,,,,,
,,,,254.998102,0.356465,347.218373,0.171126,,,,,,
,,,,255.209632,0.145749,347.446872,0.817572,,,,,,
,,,,255.405978,0.181433,347.884991,0.371574,,,,,,
,,,,255.64364,0.4325,348.100964,0.193001,,,,,,
,,,,255.878748,0.477785,348.323219,0.700379,,,,,,
,,,,256.100601,0.547742,348.786533,0.117127,,,,,,
,,,,256.319111,0.40864,349.011934,0.186177,,,,,,
,,,,256.520163,0.366978,349.242284,0.415913,,,,,,
,,,,256.785385,0.220115,349.62284,0.120444,,,,,,
,,,,256.979942,0.672002,349.839425,0.139288,,,,,,
,,,,257.409989,0.557472,350.1112,0.64366,,,,,,
,,,,257.638965,0.309677,350.563927,0.216913,,,,,,
,,,,257.862605,0.256573,350.819247,0.403301,,,,,,
,,,,258.076038,0.394455,350.969214,0.102045,,,,,,
,,,,258.307337,0.296932,351.220124,0.113453,,,,,,
,,,,258.522012,0.519956,351.474463,0.616655,,,,,,
,,,,258.738051,0.188123,351.70399,0.192051,,,,,,
,,,,258.927291,0.140488,,,,,,,,
,,,,259.161575,0.463571,,,,,,,,
,,,,259.381856,0.309602,,,,,,,,
,,,,259.59938,0.204895,,,,,,,,
,,,,259.81078,0.254156,,,,,,,,
,,,,260.010815,0.355545,,,,,,,,
,,,,260.223243,0.167776,,,,,,,,
,,,,260.443205,0.589988,,,,,,,,
,,,,260.681544,0.16009,,,,,,,,
,,,,260.869172,0.735752,,,,,,,,
,,,,261.15319,0.332993,,,,,,,,
,,,,261.345638,0.169782,,,,,,,,
,,,,261.531496,0.332456,,,,,,,,
,,,,261.760688,0.315425,,,,,,,,
,,,,262.038588,0.118908,,,,,,,,
,,,,262.402032,0.228384,,,,,,,,
,,,,262.633823,0.510431,,,,,,,,
,,,,262.853432,0.107666,,,,,,,,
,,,,263.316979,0.17114,,,,,,,,
,,,,263.528019,0.192736,,,,,,,,
,,,,263.744801,0.192364,,,,,,,,
,,,,263.968972,0.626031,,,,,,,,
,,,,264.394662,0.462631,,,,,,,,
,,,,264.66933,0.202547,,,,,,,,
,,,,265.072712,0.325422,,,,,,,,
,,,,265.288066,0.179857,,,,,,,,
,,,,265.51538,0.452263,,,,,,,,
,,,,265.919282,0.135714,,,,,,,,
,,,,266.121835,0.475857,,,,,,,,
,,,,266.382427,0.492887,,,,,,,,
,,,,266.575099,0.121157,,,,,,,,
,,,,266.791428,0.221212,,,,,,,,
,,,,267.023295,0.118517,,,,,,,,
,,,,267.295314,0.103269,,,,,,,,
,,,,267.475661,0.344989,,,,,,,,
,,,,267.707637,0.136049,,,,,,,,
,,,,267.887953,0.508976,,,,,,,,
,,,,268.139988,0.216191,,,,,,,,
,,,,268.34152,0.329456,,,,,,,,
,,,,268.547611,0.29843,,,,,,,,
,,,,268.757876,0.282643,,,,,,,,
,,,,268.985977,0.293858,,,,,,,,
,,,,269.235366,0.222067,,,,,,,,
,,,,269.415809,0.134097,,,,,,,,
,,,,269.626342,0.791711,,,,,,,,
,,,,269.87555,0.344757,,,,,,,,
,,,,270.296144,0.351054,,,,,,,,
,,,,270.517446,0.201843,,,,,,,,
,,,,270.789792,0.188171,,,,,,,,
,,,,270.976605,0.446132,,,,,,,,
,,,,271.387645,0.682965,,,,,,,,
,,,,271.651283,0.395649,,,,,,,,
,,,,271.849579,0.329597,,,,,,,,
,,,,272.040922,0.287788,,,,,,,,
,,,,272.26304,0.247763,,,,,,,,
,,,,272.515505,0.488418,,,,,,,,
,,,,272.737176,0.187412,,,,,,,,
,,,,272.917578,0.18297,,,,,,,,
,,,,273.140061,0.600957,,,,,,,,
,,,,273.378435,0.441255,,,,,,,,
,,,,273.811451,0.281908,,,,,,,,
,,,,274.049335,0.184591,,,,,,,,
,,,,274.238091,0.198282,,,,,,,,
,,,,274.451876,0.495761,,,,,,,,
,,,,274.88447,0.741039,,,,,,,,
,,,,275.146958,0.23261,,,,,,,,
,,,,275.338541,0.186017,,,,,,,,
,,,,275.561431,0.402732,,,,,,,,
,,,,275.788668,0.308773,,,,,,,,
,,,,275.99047,0.408096,,,,,,,,
,,,,276.207751,0.17117,,,,,,,,
,,,,276.419952,0.215698,,,,,,,,
,,,,276.634648,0.734675,,,,,,,,
,,,,276.864309,0.267021,,,,,,,,
,,,,277.085099,0.107356,,,,,,,,
,,,,277.301367,0.34596,,,,,,,,
,,,,277.539068,0.379574,,,,,,,,
,,,,277.766849,0.101696,,,,,,,,
,,,,277.985927,0.361777,,,,,,,,
,,,,278.405241,0.516502,,,,,,,,
,,,,278.643722,0.317348,,,,,,,,
,,,,278.85096,0.275484,,,,,,,,
,,,,279.055301,0.17216,,,,,,,,
,,,,279.281544,0.25639,,,,,,,,
,,,,279.533004,0.452793,,,,,,,,
,,,,279.728135,0.169563,,,,,,,,
,,,,279.926155,0.185079,,,,,,,,
,,,,280.147661,0.572055,,,,,,,,
,,,,280.378371,0.333,,,,,,,,
,,,,280.807532,0.394145,,,,,,,,
,,,,281.024328,0.257414,,,,,,,,
,,,,281.267423,0.19883,,,,,,,,
,,,,281.48105,0.602387,,,,,,,,
,,,,281.927665,0.42073,,,,,,,,
,,,,282.167944,0.169003,,,,,,,,
,,,,282.391154,0.255753,,,,,,,,
,,,,282.56622,0.278261,,,,,,,,
,,,,282.825665,0.301556,,,,,,,,
,,,,283.06629,0.440301,,,,,,,,
,,,,283.268849,0.218375,,,,,,,,
,,,,283.476581,0.271431,,,,,,,,
,,,,283.687373,0.534855,,,,,,,,
,,,,283.907516,0.257147,,,,,,,,
,,,,284.141129,0.216816,,,,,,,,
,,,,284.353978,0.316363,,,,,,,,
,,,,284.576263,0.736028,,,,,,,,
,,,,284.824326,0.297533,,,,,,,,
,,,,285.035839,0.359482,,,,,,,,
,,,,285.243297,0.301885,,,,,,,,
,,,,285.470869,0.409616,,,,,,,,
,,,,285.67355,0.330477,,,,,,,,
,,,,285.911726,0.417371,,,,,,,,
,,,,286.124847,0.359301,,,,,,,,
,,,,286.315551,0.384722,,,,,,,,
,,,,286.555389,0.470295,,,,,,,,
,,,,286.965602,0.309283,,,,,,,,
,,,,287.244283,0.237335,,,,,,,,
,,,,287.4407,0.398654,,,,,,,,
,,,,287.64828,0.570897,,,,,,,,
,,,,287.859609,0.162561,,,,,,,,
,,,,288.117385,0.263896,,,,,,,,
,,,,288.32331,0.143962,,,,,,,,
,,,,288.57559,0.513706,,,,,,,,
,,,,289.003893,0.955099,,,,,,,,
,,,,289.249001,0.202323,,,,,,,,
,,,,289.474263,0.292582,,,,,,,,
,,,,289.663049,0.200237,,,,,,,,
,,,,289.904789,0.386219,,,,,,,,
,,,,290.135135,0.298537,,,,,,,,
,,,,290.370229,0.27124,,,,,,,,
,,,,290.574182,0.210724,,,,,,,,
,,,,290.804321,0.83894,,,,,,,,
,,,,291.038567,0.279846,,,,,,,,
,,,,291.248239,0.298241,,,,,,,,
,,,,291.45787,0.299425,,,,,,,,
,,,,291.670896,0.274448,,,,,,,,
,,,,291.88592,0.160159,,,,,,,,
,,,,292.124661,0.453052,,,,,,,,
,,,,292.366305,0.186447,,,,,,,,
,,,,292.594893,0.457159,,,,,,,,
,,,,292.876808,0.162963,,,,,,,,
,,,,293.267576,0.173262,,,,,,,,
,,,,293.475213,0.418606,,,,,,,,
,,,,293.690828,0.388565,,,,,,,,
,,,,293.931724,0.341379,,,,,,,,
,,,,294.131301,0.125069,,,,,,,,
,,,,294.372558,0.747502,,,,,,,,
,,,,294.594122,0.1858,,,,,,,,
,,,,294.809817,0.425944,,,,,,,,
,,,,295.024794,0.417874,,,,,,,,
,,,,295.256039,0.653336,,,,,,,,
,,,,295.474357,0.310555,,,,,,,,
,,,,295.689851,0.412843,,,,,,,,
,,,,295.914021,0.189902,,,,,,,,
,,,,296.141397,0.435076,,,,,,,,
,,,,296.355628,0.281809,,,,,,,,
,,,,296.590978,0.130395,,,,,,,,
,,,,296.80037,0.288067,,,,,,,,
,,,,297.034892,0.311098,,,,,,,,
,,,,297.275634,0.311831,,,,,,,,
,,,,297.470811,0.417678,,,,,,,,
,,,,297.695256,0.342044,,,,,,,,
,,,,297.915218,0.365753,,,,,,,,
,,,,298.121913,0.304146,,,,,,,,
,,,,298.356649,0.446064,,,,,,,,
,,,,298.568636,0.198446,,,,,,,,
,,,,298.784121,0.327881,,,,,,,,
,,,,299.016102,0.426897,,,,,,,,
,,,,299.246258,0.552403,,,,,,,,
,,,,299.462055,0.208793,,,,,,,,
,,,,299.696222,0.73523,,,,,,,,
,,,,299.94248,0.320286,,,,,,,,
,,,,300.138997,0.311679,,,,,,,,
,,,,300.344982,0.2657,,,,,,,,
,,,,300.573616,0.292882,,,,,,,,
,,,,300.822106,0.420276,,,,,,,,
,,,,301.039408,0.329465,,,,,,,,
,,,,301.244606,0.212307,,,,,,,,
,,,,301.461503,0.827149,,,,,,,,
,,,,301.694872,0.268509,,,,,,,,
,,,,301.911527,0.515,,,,,,,,
,,,,302.140893,0.179678,,,,,,,,
,,,,302.351946,0.723791,,,,,,,,
,,,,302.618844,0.363041,,,,,,,,
,,,,302.811803,0.420765,,,,,,,,
,,,,303.053564,0.276897,,,,,,,,
,,,,303.257642,0.380721,,,,,,,,
,,,,303.496906,0.21487,,,,,,,,
,,,,303.699197,0.40774,,,,,,,,
,,,,303.901486,0.127019,,,,,,,,
,,,,304.141727,0.328464,,,,,,,,
,,,,304.403274,0.171607,,,,,,,,
,,,,304.601335,0.331738,,,,,,,,
,,,,304.825878,0.173274,,,,,,,,
,,,,305.06829,0.803474,,,,,,,,
,,,,305.267884,0.170066,,,,,,,,
,,,,305.491577,0.177821,,,,,,,,
,,,,305.700701,0.250817,,,,,,,,
,,,,305.93079,0.530002,,,,,,,,
,,,,306.142509,0.162838,,,,,,,,
,,,,306.406716,0.422168,,,,,,,,
,,,,306.659365,0.319549,,,,,,,,
,,,,306.881012,0.503375,,,,,,,,
,,,,307.299642,0.359033,,,,,,,,
,,,,307.537935,0.140964,,,,,,,,
,,,,307.763157,0.31586,,,,,,,,
,,,,307.989952,0.339979,,,,,,,,
,,,,308.199263,0.241723,,,,,,,,
,,,,308.43457,0.207142,,,,,,,,
,,,,308.661227,0.440447,,,,,,,,
,,,,308.880797,0.578681,,,,,,,,
,,,,309.098559,0.206465,,,,,,,,
